"id","member_id","loan_amnt","funded_amnt","funded_amnt_inv","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","verification_status","issue_d","loan_status","pymnt_plan","url","desc","purpose","title","zip_code","addr_state","dti","delinq_2yrs","earliest_cr_line","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","open_acc","pub_rec","revol_bal","revol_util","total_acc","initial_list_status","out_prncp","out_prncp_inv","total_pymnt","total_pymnt_inv","total_rec_prncp","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","last_pymnt_d","last_pymnt_amnt","next_pymnt_d","last_credit_pull_d","collections_12_mths_ex_med","mths_since_last_major_derog","policy_code","application_type","annual_inc_joint","dti_joint","verification_status_joint","acc_now_delinq","tot_coll_amt","tot_cur_bal","open_acc_6m","open_act_il","open_il_12m","open_il_24m","mths_since_rcnt_il","total_bal_il","il_util","open_rv_12m","open_rv_24m","max_bal_bc","all_util","total_rev_hi_lim","inq_fi","total_cu_tl","inq_last_12m","acc_open_past_24mths","avg_cur_bal","bc_open_to_buy","bc_util","chargeoff_within_12_mths","delinq_amnt","mo_sin_old_il_acct","mo_sin_old_rev_tl_op","mo_sin_rcnt_rev_tl_op","mo_sin_rcnt_tl","mort_acc","mths_since_recent_bc","mths_since_recent_bc_dlq","mths_since_recent_inq","mths_since_recent_revol_delinq","num_accts_ever_120_pd","num_actv_bc_tl","num_actv_rev_tl","num_bc_sats","num_bc_tl","num_il_tl","num_op_rev_tl","num_rev_accts","num_rev_tl_bal_gt_0","num_sats","num_tl_120dpd_2m","num_tl_30dpd","num_tl_90g_dpd_24m","num_tl_op_past_12m","pct_tl_nvr_dlq","percent_bc_gt_75","pub_rec_bankruptcies","tax_liens","tot_hi_cred_lim","total_bal_ex_mort","total_bc_limit","total_il_high_credit_limit","revol_bal_joint","sec_app_earliest_cr_line","sec_app_inq_last_6mths","sec_app_mort_acc","sec_app_open_acc","sec_app_revol_util","sec_app_open_act_il","sec_app_num_rev_accts","sec_app_chargeoff_within_12_mths","sec_app_collections_12_mths_ex_med","sec_app_mths_since_last_major_derog","hardship_flag","hardship_type","hardship_reason","hardship_status","deferral_term","hardship_amount","hardship_start_date","hardship_end_date","payment_plan_start_date","hardship_length","hardship_dpd","hardship_loan_status","orig_projected_additional_accrued_interest","hardship_payoff_balance_amount","hardship_last_payment_amount","disbursement_method","debt_settlement_flag","debt_settlement_flag_date","settlement_status","settlement_date","settlement_amount","settlement_percentage","settlement_term"
"","","5000","5000","5000"," 36 months"," 14.27%","171.55","C","C2","metro","10+ years","RENT","56000","Not Verified","Dec-2011","Fully Paid","n","","","debt_consolidation","out of debt","900xx","CA","10.03","0","Apr-2000","1","81","","8","0","11702","90.2%","21","f","0.00","0.00","6120.435067800799","6120.44","5000.00","1120.44","0.0","0.0","0.0","May-2014","1323.76","","Feb-2017","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","7200","7200","7200"," 36 months","  7.90%","225.29","A","A4","Action Link","< 1 year","RENT","38000","Source Verified","Dec-2011","Fully Paid","n","","","credit_card","Credit Card Refinance","945xx","CA","14.34","0","Dec-2000","0","","","7","0","14635","70.7%","16","f","0.00","0.00","7985.5485063697","7985.55","7200.00","785.55","0.0","0.0","0.0","Jan-2014","1085.15","","Jan-2014","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","15000","15000","14975"," 36 months","  7.90%","469.36","A","A4","LPC","3 years","RENT","43000","Source Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/06/11 > I've been doing the same job for the past 7 years. Im planning to pay up my dept and this loan as soon as i can <br>","debt_consolidation","cards pay off","750xx","TX","19.4","0","Jun-2000","0","","","9","0","12835","60.3%","16","f","0.00","0.00","16920.47509147705","16892.27","15000.00","1897.01","23.470000031377","0.0","0.0","Jan-2015","474.01","","Dec-2017","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","15700","9875","9875"," 60 months"," 19.42%","258.46","E","E3","SparkPeople","< 1 year","MORTGAGE","60000","Source Verified","Dec-2011","Charged Off","n","","  Borrower added on 12/08/11 > High interest credit card accounts. Consolidating with a lower interest loan and finally getting out of debt.<br>","debt_consolidation","Credit Card Consolidation","921xx","CA","9.12","0","May-1998","0","40","","12","0","13577","89.9%","35","f","0.00","0.00","258.46","258.46","98.47","159.52","0.0","0.47","0.0","Jan-2012","258.46","","Feb-2018","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","5000","5000","5000"," 60 months"," 21.28%","136.06","F","F2","Motion Point","3 years","RENT","46000","Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/06/11 > I also have a spouse who will be paying this loan with me who is a full time employee.  This loan is to pay off my credit cards which i currently pay between 500-700 per month this loan would bring them all down to 0 saving me 100-200 per month.<br>","debt_consolidation","pay cards","330xx","FL","6.1","0","Mar-2007","0","","","7","0","8376","91%","9","f","0.00","0.00","7281.690844558","7281.69","5000.00","2281.69","0.0","0.0","0.0","Jul-2014","3200.57","","Aug-2014","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","9600","9600","9600"," 36 months"," 11.71%","317.53","B","B3","Charles Scwab","2 years","MORTGAGE","105000","Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/07/11 > These funds will be used to pay off a loan that has a higher interest rate. I have been with the same company for 13 years and in my current position close to 3 years. <br><br>","debt_consolidation","Debt Consolidation Loan","327xx","FL","10.19","0","Jul-2000","0","30","","9","0","18114","93.9%","34","f","0.00","0.00","10705.5943329777","10705.59","9600.00","1105.59","0.0","0.0","0.0","Feb-2013","6585.15","","Feb-2018","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","16000","16000","16000"," 60 months"," 19.91%","423.11","E","E4","PIMCO","5 years","RENT","107000","Source Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/06/11 > I am looking to consolidate my credit card debt into one payment.  I have not been late on any payments and make a solid income.  <br> Borrower added on 12/07/11 > My credit score reflects the high credit card balances I carry but I have never defaulted.  By simplifying my debt into one lower monthly payment, I can save a bit more on the side in case of emergency and pay off chunks of the debt periodically.  <br> Borrower added on 12/08/11 > My monthly budget is as follows:<br>Rent: $1000<br>Misc Utilities: $200<br>Credit Cards/Line of Credit: $1700 (Total Bal: $30k / Average Rate 22.5%)<br>Student Loan: $120 (Bal: $9k / Rate 4.5%)<br>Total: $3020<br><br> Borrower added on 12/08/11 > I have a steady job in the investment management industry with a firm that is reputable, runs lean and does not lay-off its employees.  My career is continually on the rise with the company and provides me with a stable and growing income.<br>","debt_consolidation","Debt Payment","100xx","NY","6.47","0","Oct-2001","1","","","10","0","19823","68.4%","19","f","0.00","0.00","24813.03","24813.03","16000.00","8813.03","0.0","0.0","0.0","Nov-2015","5349.97","","Dec-2015","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","35000","22875","22875"," 60 months"," 19.03%","593.77","E","E2","Ernst & Young LLP","4 years","MORTGAGE","235000","Verified","Dec-2011","Charged Off","n","","The funds will be used to consolidate outstanding credit card debt and pay-off a car loan. I believe I am a quality borrower because I have a stable job with and have been in the same industry for over eleven years. I have a high income and my income will continue to rise as I near a promotion in the next two years. I have lived in the same town for twenty-five years and I am active in the community and I coach youth athletics. I have never missed a payment or had a late payment.","credit_card","Debt Consolidation","913xx","CA","14.08","0","Jul-1992","0","","","13","0","42936","83.8%","31","f","0.00","0.00","19075.969999999998","19075.97","6337.11","7318.78","0.0","5420.08","921.4136000017","Dec-2013","31.28","","Feb-2018","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","Y","Nov-2014","COMPLETE","May-2014","5419.28","30","0"
"","","21000","21000","21000"," 60 months"," 14.65%","495.74","C","C3","DCP Midstream","4 years","MORTGAGE","70000","Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/13/11 > We are trying to pay off all debt with the higher intrest rates, and would like to be debt free.  <br><br>  Borrower added on 12/16/11 > Our goal is to pay off all debt and be debt free. Thank you for your investment.<br>","credit_card","Breathing room","739xx","OK","20.11","0","Apr-1996","1","","","8","0","23080","59.9%","24","f","0.00","0.00","29754.6164253998","29754.62","21000.00","8754.62","0.0","0.0","0.0","Dec-2016","495.64","","Feb-2018","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","12000","8225","8225"," 60 months"," 17.58%","206.99","D","D4","ideal housekeeping","10+ years","RENT","78000","Not Verified","Dec-2011","Charged Off","n","","","debt_consolidation","consolidation loan","949xx","CA","13.18","0","May-1994","1","","","12","0","8038","45.2%","21","f","0.00","0.00","6353.86","6353.86","2820.19","2730.30","0.0","803.37","7.6512999991","Mar-2014","206.99","","Oct-2016","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","6000","6000","6000"," 36 months"," 10.65%","195.44","B","B2","Camden Clark Medical Center","10+ years","RENT","24000","Source Verified","Dec-2011","Fully Paid","n","","","debt_consolidation","Pay off Credit cards loan","261xx","WV","11.75","0","Feb-2002","1","","","8","0","6739","49.6%","12","f","0.00","0.00","7035.8200014519","7035.82","6000.00","1035.82","0.0","0.0","0.0","Dec-2014","202.62","","Feb-2018","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","20000","20000","19975"," 60 months"," 20.30%","533.23","E","E5","Morgan Stanley","5 years","MORTGAGE","51750","Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/06/11 > I plan to use loan to consolidate bills. I pay my bills on time and my job is stable I have been on this job for 5 years and the last job i had was there for 7 years. <br> Borrower added on 12/08/11 > With the loan I will be able to pay off my bills and have one payment each month coming directly from my bank account. I am hard worker and pay bills on time.<br> Borrower added on 12/09/11 > my monthly budget is mortgage is $1040.00 including taxes. my electricity and gas bill monthly is between 50-65. cable bill is 145. cell phone is $45.<br><br> Borrower added on 12/09/11 > I am a hard worker and put myself through college. The loan will help me be able to get my financial future back on track and pay one bill monthly. The funds will be used to pay off credit card and medical bills. I am dedicated to getting my finances back on track and improving my credit score <br><br>  Borrower added on 12/15/11 > With the loan I am trying to be credit card free and to concentrate on paying one bill monthly. <br>","debt_consolidation","debit consolidation ","073xx","NJ","18.97","0","Jun-1997","0","","","18","0","19557","92.5%","29","f","0.00","0.00","31992.9472041592","31952.96","20000.00","11992.95","0.0","0.0","0.0","Dec-2016","532.38","","Dec-2016","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","6000","6000","6000"," 36 months"," 14.65%","206.97","C","C3","target logistics","< 1 year","MORTGAGE","57600","Not Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/06/11 > nedd to pay off some bills and stay with only one payment<br><br> Borrower added on 12/06/11 > i want to pay off some bills and just make one payment<br>","other","pa off bills","799xx","TX","23.42","0","Aug-2007","2","","","13","0","6193","52.9%","17","f","0.00","0.00","7450.7300008716","7450.73","6000.00","1450.73","0.0","0.0","0.0","Jan-2015","5.86","","Oct-2015","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","7150","7150","7150"," 36 months"," 12.69%","239.85","B","B5","U.S. House of Representatives","1 year","RENT","50000","Source Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/08/11 > consolidating my debt into one easy payment per month<br>","credit_card","Erase my debt!","222xx","VA","24.6","0","Oct-2001","1","","","18","0","11439","70.8%","32","f","0.00","0.00","8259.279193142798","8259.28","7150.00","1109.28","0.0","0.0","0.0","Sep-2013","2110.22","","Apr-2017","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","13000","13000","13000"," 60 months"," 19.42%","340.24","E","E3","Rexnord Industries","7 years","RENT","55000","Not Verified","Dec-2011","Charged Off","n","","  Borrower added on 12/06/11 > I'm not sure what I'm supposed to put here. I'm paying off a handful of credit cards here, including JC Penney, Kohls, Pay Pal, Capital One, Walmart, Dell, two Chase accounts, and two Household Bank accounts. I realize that I'm taking a $650 loss on this to start; the hope is that in the end, I will achieve a marginal savings.<br>","credit_card","Credit Card Consolidation Loan","244xx","VA","19.09","0","Jan-2002","1","","","17","0","10520","47.8%","35","f","0.00","0.00","7825.52","7825.52","3576.75","4233.36","0.0","15.41","0.0","Nov-2013","340.24","","Nov-2013","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
